As of date,As of time,Other countries/areas,Number of cases/confirmed cases,Number of deaths among confirmed cases,Remark
26/02/2020,9:00,Australia,23,0,
26/02/2020,9:00,France,14,1,
26/02/2020,9:00,Canada,11,0,
26/02/2020,9:00,Germany,16,0,
26/02/2020,9:00,Sri Lanka,1,0,
26/02/2020,9:00,Cambodia,1,0,
26/02/2020,9:00,United Arab Emirates,13,0,
26/02/2020,9:00,Finland,1,0,
26/02/2020,9:00,The Philippines,3,1,
26/02/2020,9:00,India,3,0,
26/02/2020,9:00,Italy,322,10,
26/02/2020,9:00,United Kingdom,13,0,
26/02/2020,9:00,Russia,2,0,
26/02/2020,9:00,Sweden,1,0,
26/02/2020,9:00,Spain,3,0,
26/02/2020,9:00,Belgium,1,0,
26/02/2020,9:00,Egypt,1,0,
26/02/2020,9:00,Iran,95,15,
26/02/2020,9:00,Israel,2,0,
26/02/2020,9:00,Lebanon,1,0,
26/02/2020,9:00,Kuwait,11,0,
26/02/2020,9:00,Afghanistan,1,0,
26/02/2020,9:00,Bahrain,17,0,
26/02/2020,9:00,Iraq,1,0,
26/02/2020,9:00,Oman,4,0,
26/02/2020,9:00,Algeria,1,0,
26/02/2020,9:00,Austria,2,0,
26/02/2020,9:00,Croatia,1,0,
26/02/2020,9:00,Switzerland,1,0,
26/02/2020,18:00,Hong Kong Special Administrative Region,90,2,
26/02/2020,18:00,Macao Special Administrative Region,10,0,
26/02/2020,18:00,Taiwan,32,1,
26/02/2020,18:00,Japan,164,1,691 cases were confirmed among passengers/crews in a cruise ship (including 4 fatal cases)
26/02/2020,18:00,Korea,1261,12,
26/02/2020,18:00,Thailand,40,0,
26/02/2020,18:00,Singapore,91,0,
26/02/2020,18:00,Vietnam,16,0,
26/02/2020,18:00,Nepal,1,0,
26/02/2020,18:00,Malaysia,22,0,
26/02/2020,18:00,United States,53,0,
26/02/2020,18:00,Australia,23,0,
26/02/2020,18:00,France,14,1,
26/02/2020,18:00,Canada,11,0,
26/02/2020,18:00,Germany,19,0,
26/02/2020,18:00,Sri Lanka,1,0,
26/02/2020,18:00,Cambodia,1,0,
26/02/2020,18:00,United Arab Emirates,13,0,
26/02/2020,18:00,Finland,1,0,
26/02/2020,18:00,The Philippines,3,1,
26/02/2020,18:00,India,3,0,
26/02/2020,18:00,Italy,322,10,
26/02/2020,18:00,United Kingdom,13,0,
26/02/2020,18:00,Russia,2,0,
26/02/2020,18:00,Sweden,1,0,
26/02/2020,18:00,Spain,3,0,
26/02/2020,18:00,Belgium,1,0,
26/02/2020,18:00,Egypt,1,0,
26/02/2020,18:00,Iran,95,15,
26/02/2020,18:00,Israel,2,0,
26/02/2020,18:00,Lebanon,1,0,
26/02/2020,18:00,Kuwait,12,0,
26/02/2020,18:00,Afghanistan,1,0,
26/02/2020,18:00,Bahrain,26,0,
26/02/2020,18:00,Iraq,5,0,
26/02/2020,18:00,Oman,4,0,
26/02/2020,18:00,Algeria,1,0,
26/02/2020,18:00,Austria,2,0,
26/02/2020,18:00,Croatia,2,0,
26/02/2020,18:00,Switzerland,1,0,
27/02/2020,9:00,Hong Kong Special Administrative Region,91,2,
27/02/2020,9:00,Macao Special Administrative Region,10,0,
27/02/2020,9:00,Taiwan,32,1,
27/02/2020,9:00,Japan,186,3,705 cases were confirmed among passengers/crews in a cruise ship (including 4 fatal cases)
27/02/2020,9:00,Korea,1595,12,
27/02/2020,9:00,Thailand,40,0,
27/02/2020,9:00,Singapore,93,0,
27/02/2020,9:00,Vietnam,16,0,
27/02/2020,9:00,Nepal,1,0,
27/02/2020,9:00,Malaysia,22,0,
27/02/2020,9:00,United States,59,0,
27/02/2020,9:00,Australia,23,0,
27/02/2020,9:00,France,18,2,
27/02/2020,9:00,Canada,12,0,
27/02/2020,9:00,Germany,21,0,
27/02/2020,9:00,Sri Lanka,1,0,
27/02/2020,9:00,Cambodia,1,0,
27/02/2020,9:00,United Arab Emirates,13,0,
27/02/2020,9:00,Finland,1,0,
27/02/2020,9:00,The Philippines,3,1,
27/02/2020,9:00,India,3,0,
27/02/2020,9:00,Italy,400,12,
27/02/2020,9:00,United Kingdom,13,0,
27/02/2020,9:00,Russia,2,0,
27/02/2020,9:00,Sweden,2,0,
27/02/2020,9:00,Spain,12,0,
27/02/2020,9:00,Belgium,1,0,
27/02/2020,9:00,Egypt,1,0,
27/02/2020,9:00,Iran,139,19,
27/02/2020,9:00,Israel,2,0,
27/02/2020,9:00,Lebanon,2,0,
27/02/2020,9:00,Kuwait,26,0,
27/02/2020,9:00,Afghanistan,1,0,
27/02/2020,9:00,Bahrain,33,0,
27/02/2020,9:00,Iraq,5,0,
27/02/2020,9:00,Oman,4,0,
27/02/2020,9:00,Algeria,1,0,
27/02/2020,9:00,Austria,2,0,
27/02/2020,9:00,Croatia,2,0,
27/02/2020,9:00,Switzerland,1,0,
27/02/2020,9:00,Pakistan,2,0,
27/02/2020,9:00,Brazil,1,0,
27/02/2020,9:00,Greece,1,0,
27/02/2020,9:00,Georgia,1,0,
27/02/2020,18:00,Hong Kong Special Administrative Region,92,2,
27/02/2020,18:00,Macao Special Administrative Region,10,0,
27/02/2020,18:00,Taiwan,32,1,
27/02/2020,18:00,Japan,186,3,705 cases were confirmed among passengers/crews in a cruise ship (including 4 fatal cases)
27/02/2020,18:00,Korea,1766,13,
27/02/2020,18:00,Thailand,40,0,
27/02/2020,18:00,Singapore,93,0,
27/02/2020,18:00,Vietnam,16,0,
27/02/2020,18:00,Nepal,1,0,
27/02/2020,18:00,Malaysia,22,0,
27/02/2020,18:00,United States,59,0,
27/02/2020,18:00,Australia,23,0,
27/02/2020,18:00,France,18,2,
27/02/2020,18:00,Canada,12,0,
27/02/2020,18:00,Germany,21,0,
27/02/2020,18:00,Sri Lanka,1,0,
27/02/2020,18:00,Cambodia,1,0,
27/02/2020,18:00,United Arab Emirates,13,0,
27/02/2020,18:00,Finland,1,0,
27/02/2020,18:00,The Philippines,3,1,
27/02/2020,18:00,India,3,0,
27/02/2020,18:00,Italy,400,12,
27/02/2020,18:00,United Kingdom,13,0,
27/02/2020,18:00,Russia,2,0,
27/02/2020,18:00,Sweden,2,0,
27/02/2020,18:00,Spain,12,0,
27/02/2020,18:00,Belgium,1,0,
27/02/2020,18:00,Egypt,1,0,
27/02/2020,18:00,Iran,139,19,
27/02/2020,18:00,Israel,2,0,
27/02/2020,18:00,Lebanon,2,0,
27/02/2020,18:00,Kuwait,43,0,
27/02/2020,18:00,Afghanistan,1,0,
27/02/2020,18:00,Bahrain,33,0,
27/02/2020,18:00,Iraq,5,0,
27/02/2020,18:00,Oman,4,0,
27/02/2020,18:00,Algeria,1,0,
27/02/2020,18:00,Austria,2,0,
27/02/2020,18:00,Croatia,2,0,
27/02/2020,18:00,Switzerland,1,0,
27/02/2020,18:00,Pakistan,2,0,
27/02/2020,18:00,Brazil,1,0,
27/02/2020,18:00,Greece,1,0,
27/02/2020,18:00,Georgia,1,0,
27/02/2020,18:00,Romania,1,0,
27/02/2020,18:00,Denmark,1,0,
27/02/2020,18:00,Norway,1,0,
27/02/2020,18:00,Estonia,1,0,
27/02/2020,18:00,North Macedonia,1,0,
28/02/2020,9:00,Hong Kong Special Administrative Region,93,2,
28/02/2020,9:00,Macao Special Administrative Region,10,0,
28/02/2020,9:00,Taiwan,32,1,
28/02/2020,9:00,Japan,210,4,705 cases were confirmed among passengers/crews in a cruise ship (including 4 fatal cases)
28/02/2020,9:00,Korea,2022,13,
28/02/2020,9:00,Thailand,40,0,
28/02/2020,9:00,Singapore,93,0,
28/02/2020,9:00,Vietnam,16,0,
28/02/2020,9:00,Nepal,1,0,
28/02/2020,9:00,Malaysia,22,0,
28/02/2020,9:00,United States,60,0,
28/02/2020,9:00,Australia,23,0,
28/02/2020,9:00,France,38,2,
28/02/2020,9:00,Canada,13,0,
28/02/2020,9:00,Germany,26,0,
28/02/2020,9:00,Sri Lanka,1,0,
28/02/2020,9:00,Cambodia,1,0,
28/02/2020,9:00,United Arab Emirates,19,0,
28/02/2020,9:00,Finland,1,0,
28/02/2020,9:00,The Philippines,3,1,
28/02/2020,9:00,India,3,0,
28/02/2020,9:00,Italy,650,17,
28/02/2020,9:00,United Kingdom,15,0,
28/02/2020,9:00,Russia,2,0,
28/02/2020,9:00,Sweden,7,0,
28/02/2020,9:00,Spain,17,0,
28/02/2020,9:00,Belgium,1,0,
28/02/2020,9:00,Egypt,1,0,
28/02/2020,9:00,Iran,245,26,
28/02/2020,9:00,Israel,6,0,
28/02/2020,9:00,Lebanon,3,0,
28/02/2020,9:00,Kuwait,43,0,
28/02/2020,9:00,Afghanistan,1,0,
28/02/2020,9:00,Bahrain,33,0,
28/02/2020,9:00,Iraq,5,0,
28/02/2020,9:00,Oman,6,0,
28/02/2020,9:00,Algeria,1,0,
28/02/2020,9:00,Austria,3,0,
28/02/2020,9:00,Croatia,3,0,
28/02/2020,9:00,Switzerland,5,0,
28/02/2020,9:00,Pakistan,2,0,
28/02/2020,9:00,Brazil,1,0,
28/02/2020,9:00,Greece,3,0,
28/02/2020,9:00,Georgia,1,0,
28/02/2020,9:00,Romania,1,0,
28/02/2020,9:00,Denmark,1,0,
28/02/2020,9:00,Norway,1,0,
28/02/2020,9:00,Estonia,1,0,
28/02/2020,9:00,North Macedonia,1,0,
28/02/2020,9:00,Netherlands,1,0,
28/02/2020,18:00,Afghanistan,1,0,
28/02/2020,18:00,Algeria,1,0,
28/02/2020,18:00,Australia,23,0,
28/02/2020,18:00,Austria,3,0,
28/02/2020,18:00,Bahrain,33,0,
28/02/2020,18:00,Brazil,1,0,
28/02/2020,18:00,Belgium,1,0,
28/02/2020,18:00,Cambodia,1,0,
28/02/2020,18:00,Canada,13,0,
28/02/2020,18:00,Croatia,3,0,
28/02/2020,18:00,Denmark,1,0,
28/02/2020,18:00,Egypt,1,0,
28/02/2020,18:00,Estonia,1,0,
28/02/2020,18:00,Finland,1,0,
28/02/2020,18:00,France,38,2,
28/02/2020,18:00,Geogia,1,0,
28/02/2020,18:00,Germany,26,0,
28/02/2020,18:00,Greece,3,0,
28/02/2020,18:00,Holland,1,0,
28/02/2020,18:00,Hong Kong Special Administrative Region,93,2,
28/02/2020,18:00,India,3,0,
28/02/2020,18:00,Iran,245,26,
28/02/2020,18:00,Iraq,5,0,
28/02/2020,18:00,Israel,6,0,
28/02/2020,18:00,Italy,650,17,
28/02/2020,18:00,Japan,210,5,705 cases were confirmed among passengers/crews in a cruise ship (including 5 fatal cases)
28/02/2020,18:00,Korea,2337,13,
28/02/2020,18:00,Kuwait,43,0,
28/02/2020,18:00,Lebanon,3,0,
28/02/2020,18:00,Lithuania,1,0,
28/02/2020,18:00,Macao Special Administrative Region,10,0,
28/02/2020,18:00,Malaysia,22,0,
28/02/2020,18:00,Nepal,1,0,
28/02/2020,18:00,Netherlands,1,0,
28/02/2020,18:00,New Zealand,1,0,
28/02/2020,18:00,Nigeria,1,0,
28/02/2020,18:00,North Macedonia,1,0,
28/02/2020,18:00,Norway,4,0,
28/02/2020,18:00,Oman,6,0,
28/02/2020,18:00,Pakistan,2,0,
28/02/2020,18:00,Romania,1,0,
28/02/2020,18:00,Russia,2,0,
28/02/2020,18:00,Singapore,93,0,
28/02/2020,18:00,Spain,25,0,
28/02/2020,18:00,Sri Lanka,1,0,
28/02/2020,18:00,Sweden,7,0,
28/02/2020,18:00,Switzerland,6,0,
28/02/2020,18:00,Taiwan,34,1,
28/02/2020,18:00,Thailand,40,0,
28/02/2020,18:00,The Philippines,3,1,
28/02/2020,18:00,United Arab Emirates,19,0,
28/02/2020,18:00,United Kingdom,16,0,
28/02/2020,18:00,United States,60,0,
28/02/2020,18:00,Vietnam,16,0,
29/02/2020,9:00,Afghanistan,1,0,
29/02/2020,9:00,Algeria,1,0,
29/02/2020,9:00,Australia,25,0,
29/02/2020,9:00,Austria,6,0,
29/02/2020,9:00,Azerbaijan,1,0,
29/02/2020,9:00,Bahrain,38,0,
29/02/2020,9:00,Brazil,1,0,
29/02/2020,9:00,Belarus,1,0,
29/02/2020,9:00,Belgium,1,0,
29/02/2020,9:00,Cambodia,1,0,
29/02/2020,9:00,Canada,14,0,
29/02/2020,9:00,Croatia,5,0,
29/02/2020,9:00,Denmark,2,0,
29/02/2020,9:00,Egypt,1,0,
29/02/2020,9:00,Estonia,1,0,
29/02/2020,9:00,Finland,2,0,
29/02/2020,9:00,France,57,2,
29/02/2020,9:00,Georgia,3,0,
29/02/2020,9:00,Germany,57,0,
29/02/2020,9:00,Greece,4,0,
29/02/2020,9:00,Hong Kong Special Administrative Region,94,2,
29/02/2020,9:00,Iceland,1,0,
29/02/2020,9:00,India,3,0,
29/02/2020,9:00,Iran,388,34,
29/02/2020,9:00,Iraq,7,0,
29/02/2020,9:00,Israel,6,0,
29/02/2020,9:00,Italy,888,21,
29/02/2020,9:00,Japan,228,5,705 cases were confirmed among passengers/crews in a cruise ship (including 6 fatal cases)
29/02/2020,9:00,Korea,2931,16,
29/02/2020,9:00,Kuwait,45,0,
29/02/2020,9:00,Lebanon,3,0,
29/02/2020,9:00,Lithuania,1,0,
29/02/2020,9:00,Macao Special Administrative Region,10,0,
29/02/2020,9:00,Malaysia,25,0,
29/02/2020,9:00,Mexico,2,0,
29/02/2020,9:00,Nepal,1,0,
29/02/2020,9:00,Netherlands,2,0,
29/02/2020,9:00,New Zealand,1,0,
29/02/2020,9:00,Nigeria,1,0,
29/02/2020,9:00,North Macedonia,1,0,
29/02/2020,9:00,Norway,6,0,
29/02/2020,9:00,Oman,6,0,
29/02/2020,9:00,Pakistan,2,0,
29/02/2020,9:00,Romania,3,0,
29/02/2020,9:00,Russia,2,0,
29/02/2020,9:00,San Marino,1,1,
29/02/2020,9:00,Singapore,98,0,
29/02/2020,9:00,Spain,34,0,
29/02/2020,9:00,Sri Lanka,1,0,
29/02/2020,9:00,Sweden,11,0,
29/02/2020,9:00,Switzerland,15,0,
29/02/2020,9:00,Taiwan,34,1,
29/02/2020,9:00,Thailand,41,0,
29/02/2020,9:00,The Philippines,3,1,
29/02/2020,9:00,Turkmenistan,1,2,
29/02/2020,9:00,United Arab Emirates,19,0,
29/02/2020,9:00,United Kingdom,20,0,
29/02/2020,9:00,United States,62,0,
29/02/2020,9:00,Vietnam,16,0,
29/02/2020,18:00,Afghanistan,1,0,
29/02/2020,18:00,Algeria,1,0,
29/02/2020,18:00,Australia,25,0,
29/02/2020,18:00,Austria,7,0,
29/02/2020,18:00,Azerbaijan,1,0,
29/02/2020,18:00,Bahrain,38,0,
29/02/2020,18:00,Brazil,1,0,
29/02/2020,18:00,Belarus,1,0,
29/02/2020,18:00,Belgium,1,0,
29/02/2020,18:00,Cambodia,1,0,
29/02/2020,18:00,Canada,14,0,
29/02/2020,18:00,Croatia,5,0,
29/02/2020,18:00,Denmark,2,0,
29/02/2020,18:00,Egypt,1,0,
29/02/2020,18:00,Estonia,1,0,
29/02/2020,18:00,Finland,3,0,
29/02/2020,18:00,France,57,2,
29/02/2020,18:00,Georgia,3,0,
29/02/2020,18:00,Germany,57,0,
29/02/2020,18:00,Greece,4,0,
29/02/2020,18:00,Hong Kong Special Administrative Region,94,2,
29/02/2020,18:00,Iceland,1,0,
29/02/2020,18:00,India,3,0,
29/02/2020,18:00,Iran,388,34,
29/02/2020,18:00,Iraq,8,0,
29/02/2020,18:00,Israel,6,0,
29/02/2020,18:00,Italy,888,21,
29/02/2020,18:00,Japan,230,5,705 cases were confirmed among passengers/crews in a cruise ship (including 6 fatal cases)
29/02/2020,18:00,Korea,3150,17,
29/02/2020,18:00,Kuwait,45,0,
29/02/2020,18:00,Lebanon,3,0,
29/02/2020,18:00,Lithuania,1,0,
29/02/2020,18:00,Macao Special Administrative Region,10,0,
29/02/2020,18:00,Malaysia,25,0,
29/02/2020,18:00,Monaco,1,0,
29/02/2020,18:00,Mexico,2,0,
29/02/2020,18:00,Nepal,1,0,
29/02/2020,18:00,Netherlands,2,0,
29/02/2020,18:00,New Zealand,1,0,
29/02/2020,18:00,Nigeria,1,0,
29/02/2020,18:00,North Macedonia,1,0,
29/02/2020,18:00,Norway,6,0,
29/02/2020,18:00,Oman,6,0,
29/02/2020,18:00,Pakistan,2,0,
29/02/2020,18:00,Romania,3,0,
29/02/2020,18:00,Russia,2,0,
29/02/2020,18:00,San Marino,1,1,
29/02/2020,18:00,Singapore,98,0,
29/02/2020,18:00,Spain,34,0,
29/02/2020,18:00,Sri Lanka,1,0,
29/02/2020,18:00,Sweden,11,0,
29/02/2020,18:00,Switzerland,15,0,
29/02/2020,18:00,Taiwan,39,1,
29/02/2020,18:00,Thailand,42,0,
29/02/2020,18:00,The Philippines,3,1,
29/02/2020,18:00,Turkmenistan,1,2,
29/02/2020,18:00,United Arab Emirates,19,0,
29/02/2020,18:00,United Kingdom,20,0,
29/02/2020,18:00,United States,62,0,
29/02/2020,18:00,Vietnam,16,0,
01/03/2020,9:00,Afghanistan,1,0,
01/03/2020,9:00,Algeria,1,0,
01/03/2020,9:00,Australia,25,0,
01/03/2020,9:00,Austria,10,0,
01/03/2020,9:00,Azerbaijan,3,0,
01/03/2020,9:00,Bahrain,38,0,
01/03/2020,9:00,Brazil,1,0,
01/03/2020,9:00,Belarus,1,0,
01/03/2020,9:00,Belgium,1,0,
01/03/2020,9:00,Cambodia,1,0,
01/03/2020,9:00,Canada,20,0,
01/03/2020,9:00,Croatia,6,0,
01/03/2020,9:00,Denmark,3,0,
01/03/2020,9:00,Egypt,1,0,
01/03/2020,9:00,Estonia,1,0,
01/03/2020,9:00,Finland,3,0,
01/03/2020,9:00,France,100,2,
01/03/2020,9:00,Georgia,3,0,
01/03/2020,9:00,Germany,66,0,
01/03/2020,9:00,Greece,4,0,
01/03/2020,9:00,Hong Kong Special Administrative Region,95,2,
01/03/2020,9:00,Iceland,1,0,
01/03/2020,9:00,India,3,0,
01/03/2020,9:00,Iran,593,43,
01/03/2020,9:00,Iraq,8,0,
01/03/2020,9:00,Israel,7,0,
01/03/2020,9:00,Italy,1128,29,
01/03/2020,9:00,Japan,239,5,705 cases were confirmed among passengers/crews in a cruise ship (including 6 fatal cases)
01/03/2020,9:00,Korea,3526,17,
01/03/2020,9:00,Kuwait,45,0,
01/03/2020,9:00,Lebanon,3,0,
01/03/2020,9:00,Lithuania,1,0,
01/03/2020,9:00,Macao Special Administrative Region,10,0,
01/03/2020,9:00,Malaysia,25,0,
01/03/2020,9:00,Monaco,1,0,
01/03/2020,9:00,Mexico,2,0,
01/03/2020,9:00,Nepal,1,0,
01/03/2020,9:00,Netherlands,6,0,
01/03/2020,9:00,New Zealand,1,0,
01/03/2020,9:00,Nigeria,1,0,
01/03/2020,9:00,North Macedonia,1,0,
01/03/2020,9:00,Norway,15,0,
01/03/2020,9:00,Oman,6,0,
01/03/2020,9:00,Pakistan,4,0,
01/03/2020,9:00,Qatar,1,0,
01/03/2020,9:00,Romania,3,0,
01/03/2020,9:00,Russia,2,0,
01/03/2020,9:00,San Marino,1,0,
01/03/2020,9:00,Singapore,102,0,
01/03/2020,9:00,Spain,46,0,
01/03/2020,9:00,Sri Lanka,1,0,
01/03/2020,9:00,Sweden,13,0,
01/03/2020,9:00,Switzerland,18,0,
01/03/2020,9:00,Taiwan,39,1,
01/03/2020,9:00,Thailand,42,0,
01/03/2020,9:00,The Philippines,3,1,
01/03/2020,9:00,United Arab Emirates,19,0,
01/03/2020,9:00,United Kingdom and Northern Ireland,23,0,
01/03/2020,9:00,United States,62,1,
01/03/2020,9:00,Vietnam,16,0,
01/03/2020,18:00,Afghanistan,1,0,
01/03/2020,18:00,Algeria,1,0,
01/03/2020,18:00,Australia,26,1,
01/03/2020,18:00,Austria,10,0,
01/03/2020,18:00,Azerbaijan,3,0,
01/03/2020,18:00,Bahrain,40,0,
01/03/2020,18:00,Brazil,2,0,
01/03/2020,18:00,Belarus,1,0,
01/03/2020,18:00,Belgium,1,0,
01/03/2020,18:00,Cambodia,1,0,
01/03/2020,18:00,Canada,20,0,
01/03/2020,18:00,Croatia,7,0,
01/03/2020,18:00,Denmark,3,0,
01/03/2020,18:00,Ecuador,1,0,
01/03/2020,18:00,Egypt,1,0,
01/03/2020,18:00,Estonia,1,0,
01/03/2020,18:00,Finland,3,0,
01/03/2020,18:00,France,100,2,
01/03/2020,18:00,Georgia,3,0,
01/03/2020,18:00,Germany,66,0,
01/03/2020,18:00,Greece,4,0,
01/03/2020,18:00,Hong Kong Special Administrative Region,100,2,Including 2 probable cases
01/03/2020,18:00,Iceland,1,0,
01/03/2020,18:00,India,3,0,
01/03/2020,18:00,Iran,593,43,
01/03/2020,18:00,Iraq,13,0,
01/03/2020,18:00,Israel,7,0,
01/03/2020,18:00,Italy,1128,29,
01/03/2020,18:00,Japan,239,5,705 cases were confirmed among passengers/crews in a cruise ship (including 6 fatal cases)
01/03/2020,18:00,Korea,3736,18,
01/03/2020,18:00,Kuwait,45,0,
01/03/2020,18:00,Lebanon,7,0,
01/03/2020,18:00,Lithuania,1,0,
01/03/2020,18:00,Macao Special Administrative Region,10,0,
01/03/2020,18:00,Malaysia,25,0,
01/03/2020,18:00,Monaco,1,0,
01/03/2020,18:00,Mexico,2,0,
01/03/2020,18:00,Nepal,1,0,
01/03/2020,18:00,Netherlands,7,0,
01/03/2020,18:00,New Zealand,1,0,
01/03/2020,18:00,Nigeria,1,0,
01/03/2020,18:00,North Macedonia,1,0,
01/03/2020,18:00,Norway,15,0,
01/03/2020,18:00,Oman,6,0,
01/03/2020,18:00,Pakistan,4,0,
01/03/2020,18:00,Qatar,1,0,
01/03/2020,18:00,Romania,3,0,
01/03/2020,18:00,Russia,2,0,
01/03/2020,18:00,San Marino,1,0,
01/03/2020,18:00,Singapore,102,0,
01/03/2020,18:00,Spain,46,0,
01/03/2020,18:00,Sri Lanka,1,0,
01/03/2020,18:00,Sweden,13,0,
01/03/2020,18:00,Switzerland,18,0,
01/03/2020,18:00,Taiwan,40,1,
01/03/2020,18:00,Thailand,42,1,
01/03/2020,18:00,The Philippines,3,1,
01/03/2020,18:00,United Arab Emirates,19,0,
01/03/2020,18:00,United Kingdom and Northern Ireland,23,0,
01/03/2020,18:00,United States,62,0,
01/03/2020,18:00,Vietnam,16,0,
02/03/2020,9:00,Afghanistan,1,0,
02/03/2020,9:00,Algeria,1,0,
02/03/2020,9:00,Armania,1,0,
02/03/2020,9:00,Australia,29,1,
02/03/2020,9:00,Austria,14,0,
02/03/2020,9:00,Azerbaijan,3,0,
02/03/2020,9:00,Bahrain,47,0,
02/03/2020,9:00,Brazil,2,0,
02/03/2020,9:00,Belarus,1,0,
02/03/2020,9:00,Belgium,2,0,
02/03/2020,9:00,Cambodia,1,0,
02/03/2020,9:00,Canada,20,0,
02/03/2020,9:00,Croatia,7,0,
02/03/2020,9:00,Czech Republic,3,0,
02/03/2020,9:00,Denmark,3,0,
02/03/2020,9:00,Dominican Republic,1,0,
02/03/2020,9:00,Ecuador,1,0,
02/03/2020,9:00,Egypt,1,0,
02/03/2020,9:00,Estonia,1,0,
02/03/2020,9:00,Finland,6,0,
02/03/2020,9:00,France,130,2,
02/03/2020,9:00,Georgia,3,0,
02/03/2020,9:00,Germany,129,0,
02/03/2020,9:00,Greece,7,0,
02/03/2020,9:00,Hong Kong Special Administrative Region,100,2,Including 2 probable cases
02/03/2020,9:00,Iceland,1,0,
02/03/2020,9:00,India,3,0,
02/03/2020,9:00,Iran,978,54,
02/03/2020,9:00,Iraq,13,0,
02/03/2020,9:00,Israel,10,0,
02/03/2020,9:00,Italy,1694,34,
02/03/2020,9:00,Japan,254,6,705 cases were confirmed among passengers/crews in a cruise ship (including 6 fatal cases)
02/03/2020,9:00,Korea,3736,18,
02/03/2020,9:00,Kuwait,46,0,
02/03/2020,9:00,Lebanon,7,0,
02/03/2020,9:00,Lithuania,1,0,
02/03/2020,9:00,Luxembourg,1,0,
02/03/2020,9:00,Macao Special Administrative Region,10,0,
02/03/2020,9:00,Malaysia,25,0,
02/03/2020,9:00,Monaco,1,0,
02/03/2020,9:00,Mexico,2,0,
02/03/2020,9:00,Nepal,1,0,
02/03/2020,9:00,Netherlands,10,0,
02/03/2020,9:00,New Zealand,1,0,
02/03/2020,9:00,Nigeria,1,0,
02/03/2020,9:00,North Macedonia,1,0,
02/03/2020,9:00,Norway,15,0,
02/03/2020,9:00,Oman,6,0,
02/03/2020,9:00,Pakistan,4,0,
02/03/2020,9:00,Qatar,1,0,
02/03/2020,9:00,Romania,3,0,
02/03/2020,9:00,Russia,2,0,
02/03/2020,9:00,San Marino,1,0,
02/03/2020,9:00,Singapore,106,0,
02/03/2020,9:00,Spain,66,0,
02/03/2020,9:00,Sri Lanka,1,0,
02/03/2020,9:00,Sweden,13,0,
02/03/2020,9:00,Switzerland,24,0,
02/03/2020,9:00,Taiwan,40,1,
02/03/2020,9:00,Thailand,42,1,
02/03/2020,9:00,The Philippines,3,1,
02/03/2020,9:00,United Arab Emirates,21,0,
02/03/2020,9:00,United Kingdom,36,0,
02/03/2020,9:00,United States,62,0,
02/03/2020,9:00,Vietnam,16,0,
02/03/2020,18:00,Afghanistan,1,0,
02/03/2020,18:00,Algeria,1,0,
02/03/2020,18:00,Armenia,1,0,
02/03/2020,18:00,Australia,29,1,
02/03/2020,18:00,Austria,14,0,
02/03/2020,18:00,Azerbaijan,3,0,
02/03/2020,18:00,Bahrain,47,0,
02/03/2020,18:00,Brazil,2,0,
02/03/2020,18:00,Belarus,1,0,
02/03/2020,18:00,Belgium,2,0,
02/03/2020,18:00,Cambodia,1,0,
02/03/2020,18:00,Canada,20,0,
02/03/2020,18:00,Croatia,7,0,
02/03/2020,18:00,Czech Republic,3,0,
02/03/2020,18:00,Denmark,3,0,
02/03/2020,18:00,Dominican Republic,1,0,
02/03/2020,18:00,Ecuador,1,0,
02/03/2020,18:00,Egypt,1,0,
02/03/2020,18:00,Estonia,1,0,
02/03/2020,18:00,Finland,6,0,
02/03/2020,18:00,France,130,2,
02/03/2020,18:00,Georgia,3,0,
02/03/2020,18:00,Germany,150,0,
02/03/2020,18:00,Greece,7,0,
02/03/2020,18:00,Hong Kong Special Administrative Region,100,2,Including 2 probable cases
02/03/2020,18:00,Iceland,1,0,
02/03/2020,18:00,India,3,0,
02/03/2020,18:00,Iran,978,54,
02/03/2020,18:00,Iraq,13,0,
02/03/2020,18:00,Israel,10,0,
02/03/2020,18:00,Italy,1694,34,
02/03/2020,18:00,Japan,254,6,705 cases were confirmed among passengers/crews in a cruise ship (including 6 fatal cases)
02/03/2020,18:00,Korea,4212,22,
02/03/2020,18:00,Kuwait,46,0,
02/03/2020,18:00,Lebanon,7,0,
02/03/2020,18:00,Lithuania,1,0,
02/03/2020,18:00,Luxembourg,1,0,
02/03/2020,18:00,Macao Special Administrative Region,10,0,
02/03/2020,18:00,Malaysia,25,0,
02/03/2020,18:00,Monaco,1,0,
02/03/2020,18:00,Mexico,2,0,
02/03/2020,18:00,Nepal,1,0,
02/03/2020,18:00,Netherlands,10,0,
02/03/2020,18:00,New Zealand,1,0,
02/03/2020,18:00,Nigeria,1,0,
02/03/2020,18:00,North Macedonia,1,0,
02/03/2020,18:00,Norway,15,0,
02/03/2020,18:00,Oman,6,0,
02/03/2020,18:00,Pakistan,4,0,
02/03/2020,18:00,Qatar,1,0,
02/03/2020,18:00,Romania,3,0,
02/03/2020,18:00,Russia,2,0,
02/03/2020,18:00,San Marino,1,0,
02/03/2020,18:00,Singapore,106,0,
02/03/2020,18:00,Spain,66,0,
02/03/2020,18:00,Sri Lanka,1,0,
02/03/2020,18:00,Sweden,13,0,
02/03/2020,18:00,Switzerland,24,0,
02/03/2020,18:00,Taiwan,40,1,
02/03/2020,18:00,Thailand,42,1,
02/03/2020,18:00,The Philippines,3,1,
